0,1;1,17
0,2;2,17
0,3;3,17
0,4;4,17
0,5;5,17
0,6;6,17
0,7;7,17
0,8;8,17
1,2;2,16
1,3;3,16
1,4;4,16
1,5;5,16
1,6;6,16
1,7;7,16
1,8;8,16
2,3;3,15
2,4;4,15
2,5;5,15
2,6;6,15
2,7;7,15
2,8;8,15
3,4;4,14
3,5;5,14
3,6;6,14
3,7;7,14
3,8;8,14
4,5;5,13
4,6;6,13
4,7;7,13
4,8;8,13
5,6;6,12
5,7;7,12
5,8;8,12
6,7;7,11
6,8;8,11
7,8;8,10
