0,1;1,2;2,0
0,1;1,2;22,0
0,1;23,2;2,0
0,1;23,2;22,0
0,1;1,3;3,0
0,1;1,3;21,0
0,1;23,3;3,0
0,1;23,3;21,0
0,1;1,4;4,0
0,1;1,4;20,0
0,1;23,4;4,0
0,1;23,4;20,0
0,1;1,5;5,0
0,1;1,5;19,0
0,1;23,5;5,0
0,1;23,5;19,0
0,1;1,6;6,0
0,1;1,6;18,0
0,1;23,6;6,0
0,1;23,6;18,0
0,1;1,7;7,0
0,1;1,7;17,0
0,1;23,7;7,0
0,1;23,7;17,0
0,1;1,8;8,0
0,1;1,8;16,0
0,1;23,8;8,0
0,1;23,8;16,0
0,1;1,9;9,0
0,1;1,9;15,0
0,1;23,9;9,0
0,1;23,9;15,0
0,1;1,10;10,0
0,1;1,10;14,0
0,1;23,10;10,0
0,1;23,10;14,0
0,1;1,11;11,0
0,1;1,11;13,0
0,1;23,11;11,0
0,1;23,11;13,0
0,1;1,12;12,0
0,2;2,3;3,0
0,2;2,3;21,0
0,2;22,3;3,0
0,2;22,3;21,0
0,2;2,4;4,0
0,2;2,4;20,0
0,2;22,4;4,0
0,2;22,4;20,0
0,2;2,5;5,0
0,2;2,5;19,0
0,2;22,5;5,0
0,2;22,5;19,0
0,2;2,6;6,0
0,2;2,6;18,0
0,2;22,6;6,0
0,2;22,6;18,0
0,2;2,7;7,0
0,2;2,7;17,0
0,2;22,7;7,0
0,2;22,7;17,0
0,2;2,8;8,0
0,2;2,8;16,0
0,2;22,8;8,0
0,2;22,8;16,0
0,2;2,9;9,0
0,2;2,9;15,0
0,2;22,9;9,0
0,2;22,9;15,0
0,2;2,10;10,0
0,2;2,10;14,0
0,2;22,10;10,0
0,2;22,10;14,0
0,2;2,11;11,0
0,2;2,11;13,0
0,2;22,11;11,0
0,2;22,11;13,0
0,2;2,12;12,0
0,3;3,4;4,0
0,3;3,4;20,0
0,3;21,4;4,0
0,3;21,4;20,0
0,3;3,5;5,0
0,3;3,5;19,0
0,3;21,5;5,0
0,3;21,5;19,0
0,3;3,6;6,0
0,3;3,6;18,0
0,3;21,6;6,0
0,3;21,6;18,0
0,3;3,7;7,0
0,3;3,7;17,0
0,3;21,7;7,0
0,3;21,7;17,0
0,3;3,8;8,0
0,3;3,8;16,0
0,3;21,8;8,0
0,3;21,8;16,0
0,3;3,9;9,0
0,3;3,9;15,0
0,3;21,9;9,0
0,3;21,9;15,0
0,3;3,10;10,0
0,3;3,10;14,0
0,3;21,10;10,0
0,3;21,10;14,0
0,3;3,11;11,0
0,3;3,11;13,0
0,3;21,11;11,0
0,3;21,11;13,0
0,3;3,12;12,0
0,4;4,5;5,0
0,4;4,5;19,0
0,4;20,5;5,0
0,4;20,5;19,0
0,4;4,6;6,0
0,4;4,6;18,0
0,4;20,6;6,0
0,4;20,6;18,0
0,4;4,7;7,0
0,4;4,7;17,0
0,4;20,7;7,0
0,4;20,7;17,0
0,4;4,8;8,0
0,4;4,8;16,0
0,4;20,8;8,0
0,4;20,8;16,0
0,4;4,9;9,0
0,4;4,9;15,0
0,4;20,9;9,0
0,4;20,9;15,0
0,4;4,10;10,0
0,4;4,10;14,0
0,4;20,10;10,0
0,4;20,10;14,0
0,4;4,11;11,0
0,4;4,11;13,0
0,4;20,11;11,0
0,4;20,11;13,0
0,4;4,12;12,0
0,5;5,6;6,0
0,5;5,6;18,0
0,5;19,6;6,0
0,5;19,6;18,0
0,5;5,7;7,0
0,5;5,7;17,0
0,5;19,7;7,0
0,5;19,7;17,0
0,5;5,8;8,0
0,5;5,8;16,0
0,5;19,8;8,0
0,5;19,8;16,0
0,5;5,9;9,0
0,5;5,9;15,0
0,5;19,9;9,0
0,5;19,9;15,0
0,5;5,10;10,0
0,5;5,10;14,0
0,5;19,10;10,0
0,5;19,10;14,0
0,5;5,11;11,0
0,5;5,11;13,0
0,5;19,11;11,0
0,5;19,11;13,0
0,5;5,12;12,0
0,6;6,7;7,0
0,6;6,7;17,0
0,6;18,7;7,0
0,6;18,7;17,0
0,6;6,8;8,0
0,6;6,8;16,0
0,6;18,8;8,0
0,6;18,8;16,0
0,6;6,9;9,0
0,6;6,9;15,0
0,6;18,9;9,0
0,6;18,9;15,0
0,6;6,10;10,0
0,6;6,10;14,0
0,6;18,10;10,0
0,6;18,10;14,0
0,6;6,11;11,0
0,6;6,11;13,0
0,6;18,11;11,0
0,6;18,11;13,0
0,6;6,12;12,0
0,7;7,8;8,0
0,7;7,8;16,0
0,7;17,8;8,0
0,7;17,8;16,0
0,7;7,9;9,0
0,7;7,9;15,0
0,7;17,9;9,0
0,7;17,9;15,0
0,7;7,10;10,0
0,7;7,10;14,0
0,7;17,10;10,0
0,7;17,10;14,0
0,7;7,11;11,0
0,7;7,11;13,0
0,7;17,11;11,0
0,7;17,11;13,0
0,7;7,12;12,0
0,8;8,9;9,0
0,8;8,9;15,0
0,8;16,9;9,0
0,8;16,9;15,0
0,8;8,10;10,0
0,8;8,10;14,0
0,8;16,10;10,0
0,8;16,10;14,0
0,8;8,11;11,0
0,8;8,11;13,0
0,8;16,11;11,0
0,8;16,11;13,0
0,8;8,12;12,0
0,9;9,10;10,0
0,9;9,10;14,0
0,9;15,10;10,0
0,9;15,10;14,0
0,9;9,11;11,0
0,9;9,11;13,0
0,9;15,11;11,0
0,9;15,11;13,0
0,9;9,12;12,0
0,10;10,11;11,0
0,10;10,11;13,0
0,10;14,11;11,0
0,10;14,11;13,0
0,10;10,12;12,0
0,11;11,12;12,0
1,2;2,3;3,1
1,2;2,3;21,1
1,2;22,3;3,1
1,2;22,3;21,1
1,2;2,4;4,1
1,2;2,4;20,1
1,2;22,4;4,1
1,2;22,4;20,1
1,2;2,5;5,1
1,2;2,5;19,1
1,2;22,5;5,1
1,2;22,5;19,1
1,2;2,6;6,1
1,2;2,6;18,1
1,2;22,6;6,1
1,2;22,6;18,1
1,2;2,7;7,1
1,2;2,7;17,1
1,2;22,7;7,1
1,2;22,7;17,1
1,2;2,8;8,1
1,2;2,8;16,1
1,2;22,8;8,1
1,2;22,8;16,1
1,2;2,9;9,1
1,2;2,9;15,1
1,2;22,9;9,1
1,2;22,9;15,1
1,2;2,10;10,1
1,2;2,10;14,1
1,2;22,10;10,1
1,2;22,10;14,1
1,2;2,11;11,1
1,2;2,11;13,1
1,2;22,11;11,1
1,2;22,11;13,1
1,2;2,12;12,1
1,3;3,4;4,1
1,3;3,4;20,1
1,3;21,4;4,1
1,3;21,4;20,1
1,3;3,5;5,1
1,3;3,5;19,1
1,3;21,5;5,1
1,3;21,5;19,1
1,3;3,6;6,1
1,3;3,6;18,1
1,3;21,6;6,1
1,3;21,6;18,1
1,3;3,7;7,1
1,3;3,7;17,1
1,3;21,7;7,1
1,3;21,7;17,1
1,3;3,8;8,1
1,3;3,8;16,1
1,3;21,8;8,1
1,3;21,8;16,1
1,3;3,9;9,1
1,3;3,9;15,1
1,3;21,9;9,1
1,3;21,9;15,1
1,3;3,10;10,1
1,3;3,10;14,1
1,3;21,10;10,1
1,3;21,10;14,1
1,3;3,11;11,1
1,3;3,11;13,1
1,3;21,11;11,1
1,3;21,11;13,1
1,3;3,12;12,1
1,4;4,5;5,1
1,4;4,5;19,1
1,4;20,5;5,1
1,4;20,5;19,1
1,4;4,6;6,1
1,4;4,6;18,1
1,4;20,6;6,1
1,4;20,6;18,1
1,4;4,7;7,1
1,4;4,7;17,1
1,4;20,7;7,1
1,4;20,7;17,1
1,4;4,8;8,1
1,4;4,8;16,1
1,4;20,8;8,1
1,4;20,8;16,1
1,4;4,9;9,1
1,4;4,9;15,1
1,4;20,9;9,1
1,4;20,9;15,1
1,4;4,10;10,1
1,4;4,10;14,1
1,4;20,10;10,1
1,4;20,10;14,1
1,4;4,11;11,1
1,4;4,11;13,1
1,4;20,11;11,1
1,4;20,11;13,1
1,4;4,12;12,1
1,5;5,6;6,1
1,5;5,6;18,1
1,5;19,6;6,1
1,5;19,6;18,1
1,5;5,7;7,1
1,5;5,7;17,1
1,5;19,7;7,1
1,5;19,7;17,1
1,5;5,8;8,1
1,5;5,8;16,1
1,5;19,8;8,1
1,5;19,8;16,1
1,5;5,9;9,1
1,5;5,9;15,1
1,5;19,9;9,1
1,5;19,9;15,1
1,5;5,10;10,1
1,5;5,10;14,1
1,5;19,10;10,1
1,5;19,10;14,1
1,5;5,11;11,1
1,5;5,11;13,1
1,5;19,11;11,1
1,5;19,11;13,1
1,5;5,12;12,1
1,6;6,7;7,1
1,6;6,7;17,1
1,6;18,7;7,1
1,6;18,7;17,1
1,6;6,8;8,1
1,6;6,8;16,1
1,6;18,8;8,1
1,6;18,8;16,1
1,6;6,9;9,1
1,6;6,9;15,1
1,6;18,9;9,1
1,6;18,9;15,1
1,6;6,10;10,1
1,6;6,10;14,1
1,6;18,10;10,1
1,6;18,10;14,1
1,6;6,11;11,1
1,6;6,11;13,1
1,6;18,11;11,1
1,6;18,11;13,1
1,6;6,12;12,1
1,7;7,8;8,1
1,7;7,8;16,1
1,7;17,8;8,1
1,7;17,8;16,1
1,7;7,9;9,1
1,7;7,9;15,1
1,7;17,9;9,1
1,7;17,9;15,1
1,7;7,10;10,1
1,7;7,10;14,1
1,7;17,10;10,1
1,7;17,10;14,1
1,7;7,11;11,1
1,7;7,11;13,1
1,7;17,11;11,1
1,7;17,11;13,1
1,7;7,12;12,1
1,8;8,9;9,1
1,8;8,9;15,1
1,8;16,9;9,1
1,8;16,9;15,1
1,8;8,10;10,1
1,8;8,10;14,1
1,8;16,10;10,1
1,8;16,10;14,1
1,8;8,11;11,1
1,8;8,11;13,1
1,8;16,11;11,1
1,8;16,11;13,1
1,8;8,12;12,1
1,9;9,10;10,1
1,9;9,10;14,1
1,9;15,10;10,1
1,9;15,10;14,1
1,9;9,11;11,1
1,9;9,11;13,1
1,9;15,11;11,1
1,9;15,11;13,1
1,9;9,12;12,1
1,10;10,11;11,1
1,10;10,11;13,1
1,10;14,11;11,1
