0,1;1,18
0,2;2,18
0,3;3,18
0,4;4,18
0,5;5,18
0,6;6,18
0,7;7,18
0,8;8,18
1,2;2,17
1,3;3,17
1,4;4,17
1,5;5,17
1,6;6,17
1,7;7,17
1,8;8,17
2,3;3,16
2,4;4,16
2,5;5,16
2,6;6,16
2,7;7,16
2,8;8,16
3,4;4,15
3,5;5,15
3,6;6,15
3,7;7,15
3,8;8,15
4,5;5,14
4,6;6,14
4,7;7,14
4,8;8,14
5,6;6,13
5,7;7,13
5,8;8,13
6,7;7,12
6,8;8,12
7,8;8,11
