0,1;1,20
0,2;2,20
0,3;3,20
0,4;4,20
0,5;5,20
0,6;6,20
0,7;7,20
0,8;8,20
0,9;9,20
1,2;2,19
1,3;3,19
1,4;4,19
1,5;5,19
1,6;6,19
1,7;7,19
1,8;8,19
1,9;9,19
2,3;3,18
2,4;4,18
2,5;5,18
2,6;6,18
2,7;7,18
2,8;8,18
2,9;9,18
3,4;4,17
3,5;5,17
3,6;6,17
3,7;7,17
3,8;8,17
3,9;9,17
4,5;5,16
4,6;6,16
4,7;7,16
4,8;8,16
4,9;9,16
5,6;6,15
5,7;7,15
5,8;8,15
5,9;9,15
6,7;7,14
6,8;8,14
6,9;9,14
7,8;8,13
7,9;9,13
8,9;9,12
