0,1;1,2;2,0
0,1;1,2;2,46
0,1;1,3;3,0
0,1;1,3;3,46
0,1;1,4;4,0
0,1;1,4;4,46
0,1;1,5;5,0
0,1;1,5;5,46
0,1;1,6;6,0
0,1;1,6;6,46
0,1;1,7;7,0
0,1;1,7;7,46
0,1;1,8;8,0
0,1;1,8;8,46
0,1;1,9;9,0
0,1;1,9;9,46
0,1;1,10;10,0
0,1;1,10;10,46
0,1;1,11;11,0
0,1;1,11;11,46
0,1;1,12;12,0
0,1;1,12;12,46
0,1;1,13;13,0
0,1;1,13;13,46
0,1;1,14;14,0
0,1;1,14;14,46
0,1;1,15;15,0
0,1;1,15;15,46
0,1;1,16;16,0
0,1;1,16;16,46
0,1;1,17;17,0
0,1;1,17;17,46
0,1;1,18;18,0
0,1;1,18;18,46
0,1;1,19;19,0
0,1;1,19;19,46
0,1;1,20;20,0
0,1;1,20;20,46
0,1;1,21;21,0
0,1;1,21;21,46
0,1;1,22;22,0
0,1;1,22;22,46
0,1;1,24;24,0
0,1;1,24;24,46
0,1;1,25;25,0
0,1;1,25;25,46
0,1;1,26;26,0
0,1;1,26;26,46
0,1;1,27;27,0
0,1;1,27;27,46
0,1;1,28;28,0
0,1;1,28;28,46
0,1;1,29;29,0
0,1;1,29;29,46
0,1;1,30;30,0
0,1;1,30;30,46
0,1;1,31;31,0
0,1;1,31;31,46
0,1;1,32;32,0
0,1;1,32;32,46
0,1;1,33;33,0
0,1;1,33;33,46
0,1;1,34;34,0
0,1;1,34;34,46
0,1;1,35;35,0
0,1;1,35;35,46
0,1;1,36;36,0
0,1;1,36;36,46
0,1;1,37;37,0
0,1;1,37;37,46
0,1;1,38;38,0
0,1;1,38;38,46
0,1;1,39;39,0
0,1;1,39;39,46
0,1;1,40;40,0
0,1;1,40;40,46
0,1;1,41;41,0
0,1;1,41;41,46
0,1;1,42;42,0
0,1;1,42;42,46
0,1;1,43;43,0
0,1;1,43;43,46
0,1;1,44;44,0
0,1;1,44;44,46
0,2;2,3;3,0
0,2;2,3;3,46
0,2;2,4;4,0
0,2;2,4;4,46
0,2;2,5;5,0
0,2;2,5;5,46
0,2;2,6;6,0
0,2;2,6;6,46
0,2;2,7;7,0
0,2;2,7;7,46
0,2;2,8;8,0
0,2;2,8;8,46
0,2;2,9;9,0
0,2;2,9;9,46
0,2;2,10;10,0
0,2;2,10;10,46
0,2;2,11;11,0
0,2;2,11;11,46
0,2;2,12;12,0
0,2;2,12;12,46
0,2;2,13;13,0
0,2;2,13;13,46
0,2;2,14;14,0
0,2;2,14;14,46
0,2;2,15;15,0
0,2;2,15;15,46
0,2;2,16;16,0
0,2;2,16;16,46
0,2;2,17;17,0
0,2;2,17;17,46
0,2;2,18;18,0
0,2;2,18;18,46
0,2;2,19;19,0
0,2;2,19;19,46
0,2;2,20;20,0
0,2;2,20;20,46
0,2;2,21;21,0
0,2;2,21;21,46
0,2;2,22;22,0
0,2;2,22;22,46
0,2;2,24;24,0
0,2;2,24;24,46
0,2;2,25;25,0
0,2;2,25;25,46
0,2;2,26;26,0
0,2;2,26;26,46
0,2;2,27;27,0
0,2;2,27;27,46
0,2;2,28;28,0
0,2;2,28;28,46
0,2;2,29;29,0
0,2;2,29;29,46
0,2;2,30;30,0
0,2;2,30;30,46
0,2;2,31;31,0
0,2;2,31;31,46
0,2;2,32;32,0
0,2;2,32;32,46
0,2;2,33;33,0
0,2;2,33;33,46
0,2;2,34;34,0
0,2;2,34;34,46
0,2;2,35;35,0
0,2;2,35;35,46
0,2;2,36;36,0
0,2;2,36;36,46
0,2;2,37;37,0
0,2;2,37;37,46
0,2;2,38;38,0
0,2;2,38;38,46
0,2;2,39;39,0
0,2;2,39;39,46
0,2;2,40;40,0
0,2;2,40;40,46
0,2;2,41;41,0
0,2;2,41;41,46
0,2;2,42;42,0
0,2;2,42;42,46
0,2;2,43;43,0
0,2;2,43;43,46
0,3;3,4;4,0
0,3;3,4;4,46
0,3;3,5;5,0
0,3;3,5;5,46
0,3;3,6;6,0
0,3;3,6;6,46
0,3;3,7;7,0
0,3;3,7;7,46
0,3;3,8;8,0
0,3;3,8;8,46
0,3;3,9;9,0
0,3;3,9;9,46
0,3;3,10;10,0
0,3;3,10;10,46
0,3;3,11;11,0
0,3;3,11;11,46
0,3;3,12;12,0
0,3;3,12;12,46
0,3;3,13;13,0
0,3;3,13;13,46
0,3;3,14;14,0
0,3;3,14;14,46
0,3;3,15;15,0
0,3;3,15;15,46
0,3;3,16;16,0
0,3;3,16;16,46
0,3;3,17;17,0
0,3;3,17;17,46
0,3;3,18;18,0
0,3;3,18;18,46
0,3;3,19;19,0
0,3;3,19;19,46
0,3;3,20;20,0
0,3;3,20;20,46
0,3;3,21;21,0
0,3;3,21;21,46
0,3;3,22;22,0
0,3;3,22;22,46
0,3;3,24;24,0
0,3;3,24;24,46
0,3;3,25;25,0
0,3;3,25;25,46
0,3;3,26;26,0
0,3;3,26;26,46
0,3;3,27;27,0
0,3;3,27;27,46
0,3;3,28;28,0
0,3;3,28;28,46
0,3;3,29;29,0
0,3;3,29;29,46
0,3;3,30;30,0
0,3;3,30;30,46
0,3;3,31;31,0
0,3;3,31;31,46
0,3;3,32;32,0
0,3;3,32;32,46
0,3;3,33;33,0
0,3;3,33;33,46
0,3;3,34;34,0
0,3;3,34;34,46
0,3;3,35;35,0
0,3;3,35;35,46
0,3;3,36;36,0
0,3;3,36;36,46
0,3;3,37;37,0
0,3;3,37;37,46
0,3;3,38;38,0
0,3;3,38;38,46
0,3;3,39;39,0
0,3;3,39;39,46
0,3;3,40;40,0
0,3;3,40;40,46
0,3;3,41;41,0
0,3;3,41;41,46
