n6_c18_ord6_5.txt 2026-09-03T04:22:49Z n=6: точек 5, компланарных четвёрок 0  — свидетель ЧИСТ | n=6 m=5 min κ³=0 НЕ МАКСИМАЛЬНА: допустимых клеток 102 заменяемых 5/5 оживающих клеток 296
n6_c22_ord8_4.txt 2026-09-03T04:22:49Z n=6: точек 4, компланарных четвёрок 0  — свидетель ЧИСТ | n=6 m=4 min κ³=0 НЕ МАКСИМАЛЬНА: допустимых клеток 148 заменяемых 4/4 оживающих клеток 168
n6_c26_ord12_2.txt 2026-09-03T04:22:49Z ОТКАЗ: свидетель ПУСТОЙ или слишком мал (2 точек) — проверять нечего, это НЕ подтверждение | n=6 m=2 min κ³=0 НЕ МАКСИМАЛЬНА: допустимых клеток 214 заменяемых 0/2 оживающих клеток 0
n6_c27_ord12_4.txt 2026-09-03T04:22:49Z n=6: точек 4, компланарных четвёрок 0  — свидетель ЧИСТ | n=6 m=4 min κ³=0 НЕ МАКСИМАЛЬНА: допустимых клеток 164 заменяемых 4/4 оживающих клеток 120
n6_c31_ord24_4.txt 2026-09-03T04:22:49Z n=6: точек 4, компланарных четвёрок 0  — свидетель ЧИСТ | n=6 m=4 min κ³=0 НЕ МАКСИМАЛЬНА: допустимых клеток 164 заменяемых 4/4 оживающих клеток 120
n7_c00_ord1_17.txt 2026-09-03T04:22:50Z n=7: точек 17, компланарных четвёрок 0  — свидетель ЧИСТ | n=7 m=17 min κ³=3 ЖЁСТКО заменяемых 0/17 оживающих клеток 0
n7_c01_ord2_2.txt 2026-09-03T04:22:50Z ОТКАЗ: свидетель ПУСТОЙ или слишком мал (2 точек) — проверять нечего, это НЕ подтверждение | n=7 m=2 min κ³=0 НЕ МАКСИМАЛЬНА: допустимых клеток 341 заменяемых 0/2 оживающих клеток 0
n7_c02_ord2_14.txt 2026-09-03T04:22:51Z n=7: точек 14, компланарных четвёрок 0  — свидетель ЧИСТ | n=7 m=14 min κ³=0 НЕ МАКСИМАЛЬНА: допустимых клеток 2 заменяемых 14/14 оживающих клеток 30
n7_c03_ord2_18.txt 2026-09-03T04:22:51Z n=7: точек 18, компланарных четвёрок 0  — свидетель ЧИСТ | n=7 m=18 min κ³=5 ЖЁСТКО заменяемых 0/18 оживающих клеток 0
n7_c04_ord2_5.txt 2026-09-03T04:22:52Z n=7: точек 5, компланарных четвёрок 0  — свидетель ЧИСТ | n=7 m=5 min κ³=0 НЕ МАКСИМАЛЬНА: допустимых клеток 160 заменяемых 5/5 оживающих клеток 478
n7_c05_ord2_5.txt 2026-09-03T04:22:52Z n=7: точек 5, компланарных четвёрок 0  — свидетель ЧИСТ | n=7 m=5 min κ³=0 НЕ МАКСИМАЛЬНА: допустимых клеток 232 заменяемых 5/5 оживающих клеток 277
n7_c06_ord3_18.txt 2026-09-03T04:22:53Z n=7: точек 18, компланарных четвёрок 0  — свидетель ЧИСТ | n=7 m=18 min κ³=4 ЖЁСТКО заменяемых 0/18 оживающих клеток 0
n7_c07_ord4_2.txt 2026-09-03T04:22:53Z ОТКАЗ: свидетель ПУСТОЙ или слишком мал (2 точек) — проверять нечего, это НЕ подтверждение | n=7 m=2 min κ³=0 НЕ МАКСИМАЛЬНА: допустимых клеток 341 заменяемых 0/2 оживающих клеток 0
n7_c08_ord4_2.txt 2026-09-03T04:22:53Z ОТКАЗ: свидетель ПУСТОЙ или слишком мал (2 точек) — проверять нечего, это НЕ подтверждение | n=7 m=2 min κ³=0 НЕ МАКСИМАЛЬНА: допустимых клеток 341 заменяемых 0/2 оживающих клеток 0
n7_c09_ord4_12.txt 2026-09-03T04:22:53Z n=7: точек 12, компланарных четвёрок 0  — свидетель ЧИСТ | n=7 m=12 min κ³=0 НЕ МАКСИМАЛЬНА: допустимых клеток 56 заменяемых 12/12 оживающих клеток 252
n7_c10_ord4_13.txt 2026-09-03T04:22:54Z n=7: точек 13, компланарных четвёрок 0  — свидетель ЧИСТ | n=7 m=13 min κ³=1 НЕЖЁСТКО заменяемых 9/13 оживающих клеток 50
n7_c11_ord4_5.txt 2026-09-03T04:22:54Z n=7: точек 5, компланарных четвёрок 0  — свидетель ЧИСТ | n=7 m=5 min κ³=0 НЕ МАКСИМАЛЬНА: допустимых клеток 216 заменяемых 5/5 оживающих клеток 324
n7_c12_ord4_5.txt 2026-09-03T04:22:54Z n=7: точек 5, компланарных четвёрок 0  — свидетель ЧИСТ | n=7 m=5 min κ³=0 НЕ МАКСИМАЛЬНА: допустимых клеток 236 заменяемых 5/5 оживающих клеток 273
